"","Year","Player","Salary","Pos","Age","G","GS","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","FG%","3P%","2P%","eFG%","FT%","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","bpm","team_ts","tm_ts_w_o_plyr","defense","val_shot","offense","raw_spm","exp_bpm","truetalentbpm","truetalentvorp"
"3837",1997,"Tyrone Corbin",0.0121449814126394,"SF",34,70,65,32.9285714285714,11,0.514,0.347,0.18,4,11,7.6,9,2.2,0.2,11.6,15,1.8,3.1,5,0.104,-0.6,1,0.5,1.4,0.422,0.356,0.457,0.483,0.796,1.08571428571429,3.11428571428571,1.77142857142857,1.28571428571429,0.1,1.21428571428571,2.51428571428571,9.51428571428571,0.5,0.542,0.545,-0.22,-0.08,1.41,-0.11,1.9,1.1,2.1
"10743",2010,"Michael Beasley",0.0854910068224106,"PF",21,78,78,29.8461538461538,16.1,0.505,0.098,0.231,6.3,18.8,12.6,7.8,1.8,1.7,10.3,25.8,0.8,3.8,4.6,0.095,-2,0.3,-1.7,0.2,0.45,0.275,0.469,0.463,0.8,1.57692307692308,4.80769230769231,1.28205128205128,1.02564102564103,0.628205128205128,1.67948717948718,2.83333333333333,14.8205128205128,-1.6,0.537,0.543,0.4,-0.19,-1.9,-2.22,0.8,-0.5,0.6
"6556",2003,"Dan Langhi",0.0121109260948905,"SF",25,60,0,9.01666666666667,9.4,0.434,0.153,0.099,3.9,14.3,9.1,6.4,1.5,0.8,7.1,18.8,-0.1,0.6,0.4,0.038,-4,-1.4,-5.4,-0.5,0.401,0.29,0.421,0.423,0.6,0.316666666666667,1.13333333333333,0.35,0.25,0.1,0.266666666666667,0.966666666666667,3.05,-5.2,0.514,0.516,-0.66,-0.28,-0.32,-5.94,-3.5,-4.3,0
"2692",1995,"Tim Breaux",0.00978260869565217,"SF",24,42,2,8.09523809523809,8.9,0.449,0.207,0.405,5.7,5.8,5.7,6.6,1.6,0.8,10.1,20.9,-0.2,0.2,0,0,-4.5,-2.7,-7.2,-0.4,0.372,0.24,0.406,0.397,0.653,0.380952380952381,0.428571428571429,0.357142857142857,0.261904761904762,0.0952380952380952,0.380952380952381,0.595238095238095,3.04761904761905,-6.5,0.568,0.57,-0.6,-0.34,-1.86,-7.13,-3.6,-4.9,0
"789",1991,"Reggie Miller*",0.25688,"SG",25,82,82,36.2439024390244,21.2,0.65,0.277,0.515,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,11.7,0.8,12.5,0.202,6.3,-2.3,4,4.5,0.512,0.348,0.575,0.56,0.918,0.98780487804878,2.4390243902439,4.03658536585366,1.32926829268293,0.158536585365854,1.98780487804878,2.01219512195122,22.6219512195122,3.6,0.566,0.548,-0.46,0.33,4.02,4.15,1.7,3,3.6
"11168",2011,"Grant Hill",0.11198401212873,"SF",38,80,80,30.1125,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13,1.4,1.1,12.5,20.1,3.1,1.3,4.4,0.087,0.3,0.2,0.5,1.5,0.484,0.395,0.498,0.511,0.829,0.9625,3.2625,2.5,0.8,0.4375,1.675,2.3,13.2,0.4,0.559,0.559,-0.48,-0.01,-0.23,-0.57,0.4,0.5,1.4
"837",1991,"Stacey King",0.088,"PF",24,76,6,15.7631578947368,10.2,0.523,0.006,0.455,7.2,13.2,10.2,6.9,1,2.2,18.5,17.6,0.1,1.4,1.5,0.059,-3.2,-0.1,-3.3,-0.4,0.467,0,0.47,0.467,0.704,0.947368421052632,1.78947368421053,0.855263157894737,0.315789473684211,0.552631578947368,1.19736842105263,1.76315789473684,5.51315789473684,-2.8,0.56,0.562,-0.46,-0.2,-0.65,-4.12,-1.1,-2.2,0
"11571",2012,"Andray Blatche",0.122639756047137,"PF",25,26,13,24.0769230769231,10.6,0.415,0.029,0.2,7.5,19.6,13.5,7.3,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011,-4.8,-0.3,-5.1,-0.5,0.38,0.286,0.382,0.384,0.673,1.61538461538462,4.15384615384615,1.07692307692308,0.769230769230769,0.653846153846154,1.42307692307692,2.07692307692308,8.5,-3.1,0.516,0.516,0.91,0.03,3.5,-1.39,-5.6,-5.2,0
"12630",2013,"Terrence Jones",0.0264462584570289,"PF",21,19,0,14.5263157894737,17.1,0.512,0.202,0.181,11.6,15,13.4,8.6,2.2,5.2,11.4,18.1,0.3,0.4,0.7,0.128,-0.5,2.6,2.1,0.3,0.457,0.263,0.507,0.484,0.765,1.47368421052632,1.94736842105263,0.789473684210526,0.631578947368421,1,0.684210526315789,1.10526315789474,5.47368421052632,1.9,0.564,0.565,2.51,-0.19,-0.34,1.17,-2.4,-0.9,0.4
"12640",2013,"Tim Ohlbrecht",0.013443855553094,"C",24,3,0,4,-6.1,0.436,0,0.333,0,9.3,4.7,11.8,4.2,0,53.8,27.1,-0.1,0,-0.1,-0.369,-16.9,1.1,-15.8,0,0.333,0,0.333,0.333,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1.33333333333333,0.333333333333333,1,-13.3,0.564,0.564,2.26,-0.34,-13.78,-16.71,-4.6,-5.3,0
"6197",2002,"John Amaechi",0.0594099972685059,"PF",31,54,0,10.8518518518519,5.4,0.412,0,0.633,10.6,11.8,11.2,7.8,0.6,1.4,20.6,20.6,-1,0.3,-0.7,-0.056,-6.2,-2.1,-8.3,-0.9,0.325,0,0.325,0.325,0.638,0.962962962962963,1.05555555555556,0.537037037037037,0.12962962962963,0.185185185185185,1.01851851851852,1.18518518518519,3.24074074074074,-7.2,0.529,0.532,-1.49,-0.37,-4.37,-8.15,-3.2,-5.3,0
"8583",2006,"Shareef Abdur-Rahim",0.10162792886045,"PF",29,72,30,27.2361111111111,17.2,0.588,0.035,0.44,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,4,2.2,6.2,0.152,0.4,0.4,0.9,1.4,0.525,0.227,0.536,0.529,0.784,1.47222222222222,3.48611111111111,2.06944444444444,0.666666666666667,0.583333333333333,1.5,3.15277777777778,12.3194444444444,0.6,0.543,0.538,-0.27,0.06,0.54,0.98,0.2,0.5,1.5
"47",1990,"Buck Johnson",0.0568612585291888,"SF",26,82,82,34.5365853658537,12.9,0.534,0.017,0.265,4.3,9.8,7.1,12.7,1.7,1.3,12.8,18.7,2.2,3.9,6.2,0.104,-0.8,1.3,0.5,1.8,0.495,0.118,0.501,0.496,0.759,1.3780487804878,3.26829268292683,3.07317073170732,1.26829268292683,0.75609756097561,2.03658536585366,3.91463414634146,14.8170731707317,0.5,0.531,0.53,0,-0.01,0.3,0.47,1.6,1,2
"3091",1996,"Mario Elie",0.0574641874974346,"SF",32,45,16,30.7777777777778,14.6,0.612,0.356,0.322,3.9,8.6,6.3,15.4,1.7,0.6,12.6,15.1,2.8,1,3.8,0.133,1.6,-0.5,1.1,1.1,0.504,0.323,0.604,0.562,0.852,1.04444444444444,2.4,3.06666666666667,1,0.244444444444444,1.31111111111111,2.06666666666667,11.0888888888889,1,0.556,0.552,-0.53,0.21,2.1,1.49,0.7,0.9,1.8
"8139",2006,"Antoine Wright",0.0295646937047144,"SG",21,39,0,9.48717948717949,0.7,0.386,0.185,0.272,2.5,7.1,4.8,5.2,0.6,0.7,18.8,14.2,-0.8,0.3,-0.5,-0.062,-8.2,-0.8,-9,-0.7,0.358,0.067,0.424,0.364,0.5,0.205128205128205,0.564102564102564,0.307692307692308,0.102564102564103,0.0769230769230769,0.538461538461538,1.07692307692308,1.79487179487179,-8.1,0.528,0.53,-1.63,-0.42,-1.34,-8.64,-3.6,-5.6,0
"2884",1996,"Derek Harper",0.0533596026761893,"PG",34,82,82,35.280487804878,13.9,0.558,0.346,0.219,1.3,6.8,4.1,20.1,2.4,0.1,14.7,19.4,2.6,3.7,6.3,0.105,0.8,-0.2,0.7,1.9,0.464,0.372,0.513,0.529,0.757,0.390243902439024,2.07317073170732,4.29268292682927,1.59756097560976,0.0609756097560976,2.17073170731707,2.45121951219512,14.0121951219512,0.7,0.55,0.549,0.09,0.19,0.01,0.08,1.9,1.2,2.2
"3748",1997,"Rodney Rogers",0.0981412639405204,"SF",25,81,62,30.6172839506173,14.2,0.53,0.204,0.326,6.2,13.4,9.7,15.3,1.9,1.9,17.9,22.2,0.7,2.2,2.9,0.056,-0.2,0.6,0.4,1.5,0.462,0.361,0.487,0.498,0.663,1.69135802469136,3.38271604938272,2.74074074074074,1.08641975308642,0.753086419753086,2.7283950617284,3.35802469135802,13.2345679012346,0.5,0.523,0.522,0.3,0.06,-1.03,0.48,0.2,0.3,1.3
"3133",1996,"P.J. Brown",0.0820916964249066,"C",26,81,81,36.320987654321,12.6,0.5,0.019,0.332,7.9,13.2,10.5,9.3,1.4,2.6,12.7,15.6,2,3.3,5.3,0.087,-1.1,2.3,1.2,2.4,0.444,0.2,0.448,0.445,0.77,2.65432098765432,4.25925925925926,2.03703703703704,0.975308641975309,1.23456790123457,1.64197530864198,3.07407407407407,11.2962962962963,1.1,0.496,0.496,0.16,-0.1,0.91,1.57,1.1,1.2,2.2
"6847",2003,"Ryan Humphrey",0.0260802919708029,"PF",23,48,1,9.25,4.1,0.339,0,0.325,8.6,16.8,12.7,3.7,1,3,14.4,16.2,-0.9,0.4,-0.5,-0.052,-7.8,-0.7,-8.5,-0.7,0.292,0,0.292,0.292,0.59,0.708333333333333,1.35416666666667,0.229166666666667,0.1875,0.375,0.479166666666667,1.5625,1.9375,-8.2,0.526,0.529,-0.25,-0.61,-3.22,-8.66,-3.9,-5.7,0
"9322",2008,"David West",0.168072597137014,"PF",27,76,76,37.7631578947368,19.9,0.535,0.019,0.27,7.2,20.6,13.7,10.6,1.2,2.7,10.2,26.3,4.3,4,8.4,0.14,-0.2,1.4,1.1,2.3,0.482,0.24,0.487,0.484,0.85,2.36842105263158,6.51315789473684,2.32894736842105,0.815789473684211,1.30263157894737,2.17105263157895,2.73684210526316,20.5789473684211,1,0.548,0.551,0.16,-0.13,-1.67,-0.11,2.9,1.9,2.9
"9574",2008,"Mehmet Okur",0.144853442399455,"C",28,72,72,33.1944444444444,15.2,0.556,0.35,0.273,6.8,21.5,14.2,9,1.2,1,9.9,19.6,4,2.7,6.7,0.134,1.7,0,1.7,2.3,0.445,0.388,0.475,0.512,0.804,1.83333333333333,5.88888888888889,2.01388888888889,0.763888888888889,0.402777777777778,1.44444444444444,3.27777777777778,14.5416666666667,1.9,0.573,0.575,-0.75,-0.06,0.84,0.23,2.2,1.9,2.9
"9915",2009,"Daniel Gibson",0.0708578856152513,"PG",22,75,0,23.9333333333333,10.1,0.519,0.537,0.163,2.1,7.9,5.1,11.3,1.3,0.7,9.7,16.5,1.5,2.3,3.8,0.101,-0.3,-0.4,-0.7,0.6,0.391,0.382,0.402,0.493,0.767,0.413333333333333,1.65333333333333,1.76,0.586666666666667,0.213333333333333,0.813333333333333,2.17333333333333,7.81333333333333,-0.6,0.531,0.533,1.49,-0.24,0.06,-0.6,-2.9,-1.8,0
"11709",2012,"Dirk Nowitzki",0.360194473158294,"PF",33,62,62,33.5322580645161,21.7,0.564,0.205,0.343,2.5,19.9,11.3,12.6,1.1,1.2,9,29.2,5,2.6,7.6,0.175,2.3,-0.5,1.8,2,0.457,0.368,0.481,0.495,0.896,0.741935483870968,6,2.19354838709677,0.67741935483871,0.483870967741935,1.88709677419355,2.08064516129032,21.6451612903226,1.4,0.527,0.518,-0.98,0.09,1.65,1.32,1.4,1.6,2.6
"11620",2012,"Brook Lopez",0.23548945627455,"C",23,5,5,27.2,21.9,0.527,0,0.416,6.6,8.8,7.7,10.2,0.4,2.3,6.2,32.7,0.3,0,0.3,0.091,0,-4.8,-4.8,-0.1,0.494,0,0.494,0.494,0.625,1.6,2,1.2,0.2,0.8,1.2,1.6,19.2,-5.2,0.516,0.516,-1.28,-0.09,-0.58,-3.28,-3.4,-3.8,0
"4878",1999,"Tony Battie",0.0744388235294118,"C",22,50,15,22.42,15.5,0.541,0.011,0.216,9.4,21.1,15,7.7,1.4,4.6,12.7,14.1,1.7,1.6,3.3,0.139,-1.2,2.3,1.1,0.9,0.519,0,0.525,0.519,0.672,1.92,4.08,1.06,0.58,1.42,0.9,3.18,6.7,0.7,0.501,0.499,1.04,-0.04,2.17,1.83,-1.5,-0.3,0.8
"365",1990,"Ron Harper",0.114986100581248,"SG",26,35,35,39.0571428571429,20.2,0.54,0.08,0.363,6.2,10.9,8.6,21.9,2.9,1.8,11.9,25.8,2.2,1.7,3.9,0.138,3.1,1.3,4.3,2.2,0.473,0.275,0.49,0.484,0.788,2.11428571428571,3.77142857142857,5.2,2.31428571428571,1.17142857142857,2.85714285714286,3,22.8,3.8,0.536,0.535,1.72,0.16,0.16,4.59,1.3,2.7,3.4
"832",1991,"Sherman Douglas",0.1,"PG",24,73,73,35.0958904109589,18,0.546,0.029,0.392,3.3,5.8,4.6,39.2,2.3,0.1,17.9,24,3.5,1.9,5.4,0.1,2.3,-1.7,0.6,1.7,0.504,0.129,0.516,0.506,0.686,1.06849315068493,1.79452054794521,8.54794520547945,1.65753424657534,0.0684931506849315,3.6986301369863,2.43835616438356,18.5205479452055,0.4,0.512,0.506,0.06,0.52,-2.21,1.41,0.6,0.6,1.5
"5277",2000,"Patrick Ewing*",0.394366197183099,"C",37,62,62,32.8225806451613,16.9,0.516,0.003,0.365,8.4,26.2,17.6,5.2,1,3.1,13.6,24.3,0.9,3.9,4.8,0.113,-2.8,1.2,-1.6,0.2,0.466,0,0.467,0.466,0.731,2.25806451612903,7.48387096774194,0.935483870967742,0.580645161290323,1.35483870967742,2.29032258064516,3.16129032258065,14.9838709677419,-1.6,0.527,0.529,-0.03,-0.2,-1.14,-3.13,1.2,-0.3,0.8
"11088",2011,"DeMar DeRozan",0.0452243125904486,"SG",21,82,82,34.7682926829268,14.5,0.53,0.045,0.348,3,10.2,6.5,8.6,1.5,0.8,9.8,23.2,2.8,0.5,3.2,0.055,-0.6,-1.9,-2.4,-0.3,0.467,0.096,0.485,0.469,0.813,0.914634146341463,2.92682926829268,1.80487804878049,1.03658536585366,0.378048780487805,1.75609756097561,2.64634146341463,17.1951219512195,-2.5,0.533,0.533,-0.52,-0.13,-0.44,-2.01,0.5,-1.1,0.3
"3526",1997,"Harvey Grant",0.173675650557621,"PF",31,78,25,20.5641025641026,8.8,0.477,0.283,0.124,4.7,13.9,9.3,5.8,1.5,2.2,8.3,10.1,0.8,1.9,2.7,0.081,-2.4,1.5,-0.9,0.4,0.411,0.315,0.449,0.455,0.769,0.807692307692308,2.47435897435897,0.871794871794872,0.58974358974359,0.615384615384615,0.384615384615385,2.14102564102564,4.05128205128205,-0.9,0.54,0.543,-0.04,-0.23,2.51,-1.28,-1.1,-1,0.3
"9911",2009,"Dahntay Jones",0.0433275563258232,"SG",28,79,71,18.0506329113924,9,0.533,0.051,0.449,4.9,8.7,6.8,8.2,1.7,1,14.5,14.7,0.7,1.3,2,0.067,-2.3,0,-2.3,-0.1,0.458,0.647,0.448,0.475,0.728,0.734177215189873,1.39240506329114,0.987341772151899,0.620253164556962,0.240506329113924,0.860759493670886,2.51898734177215,5.43037974683544,-2.7,0.54,0.542,-1.2,-0.05,2.56,-2.2,-0.6,-1.8,0
"12156",2013,"Bernard James",0.013443855553094,"C",27,46,11,9.93478260869565,14.7,0.541,0.019,0.398,12.9,18.9,16,1.9,1.3,6.5,12.9,13.9,0.5,0.7,1.2,0.125,-2.8,1.6,-1.2,0.1,0.515,0,0.525,0.515,0.61,1.1304347826087,1.71739130434783,0.130434782608696,0.260869565217391,0.826086956521739,0.391304347826087,1.39130434782609,2.84782608695652,-1.2,0.544,0.544,2.07,-0.25,1.88,-1.62,-3.6,-2.6,-0.1
"9906",2009,"Craig Smith",0.0433275563258232,"PF",25,74,31,19.7297297297297,16.9,0.599,0.002,0.482,7.6,15.5,11.4,9.7,1.1,1,14.4,22.5,2.3,0.8,3.1,0.104,-0.1,-1.2,-1.3,0.3,0.562,0,0.563,0.562,0.677,1.32432432432432,2.51351351351351,1.06756756756757,0.418918918918919,0.256756756756757,1.41891891891892,2.48648648648649,10.0810810810811,-12.5,0.544,0.544,-2.79,-0.37,-0.12,-12.82,-5.4,-5.9,0
"7309",2004,"Michael Redd",0.0683838614087075,"SG",24,82,82,36.8414634146341,19.9,0.544,0.252,0.306,4.4,10.9,7.7,11.3,1.4,0.1,6.6,26.3,8.4,1.3,9.7,0.154,4.4,-2.2,2.2,3.2,0.44,0.35,0.47,0.484,0.868,1.4390243902439,3.52439024390244,2.25609756097561,0.98780487804878,0.0731707317073171,1.41463414634146,1.85365853658537,21.6585365853659,2.1,0.528,0.523,-1.24,0.04,2.08,0.95,1.9,2.1,3
"3481",1997,"Eric Montross",0.0565055762081784,"C",25,78,77,23.4358974358974,8.8,0.45,0,0.178,10.5,21.5,15.8,5.2,0.6,3.1,17,11,-0.3,1.6,1.4,0.036,-4.3,1.3,-3,-0.5,0.456,0,0.456,0.456,0.339,2.32051282051282,4.32051282051282,0.782051282051282,0.256410256410256,0.935897435897436,0.987179487179487,3.43589743589744,4.34615384615385,-4.4,0.509,0.511,-1.03,-0.31,0.69,-3.91,-2.5,-3.5,0
"1758",1993,"Terry Catledge",0.088195991091314,"PF",29,21,1,12.4761904761905,8.5,0.563,0,0.466,8.3,11.4,9.9,2.8,0.8,0.2,22.1,18.6,-0.1,0.2,0.1,0.027,-4.2,-2,-6.2,-0.3,0.493,0,0.493,0.493,0.794,0.857142857142857,1.33333333333333,0.238095238095238,0.19047619047619,0.0476190476190476,1.19047619047619,1.47619047619048,4.71428571428571,-5.5,0.554,0.554,-1.82,-0.18,0.02,-7.32,-3.1,-4.2,0
"1695",1993,"Reggie Miller*",0.191600381800827,"SG",27,82,82,36.0243902439024,19.4,0.617,0.351,0.407,2.5,7,4.8,13.4,2,0.6,9.3,22.2,9.6,1.7,11.3,0.183,5.4,-1.6,3.8,4.4,0.479,0.399,0.522,0.549,0.88,0.817073170731707,2.32926829268293,3.19512195121951,1.46341463414634,0.317073170731707,1.76829268292683,2.21951219512195,21.1707317073171,3.5,0.547,0.532,-0.1,0.26,4.2,3.49,2,3,3.6
"1918",1994,"David Wesley",0.0156602355299424,"PG",23,60,0,9.03333333333333,13,0.464,0.27,0.305,1.9,6.7,4.3,33.3,3.5,0.5,20.9,19.4,-0.1,0.7,0.6,0.053,-1.8,-1.4,-3.2,-0.2,0.368,0.234,0.417,0.399,0.83,0.166666666666667,0.566666666666667,2.05,0.633333333333333,0.0666666666666667,0.866666666666667,0.783333333333333,3.05,-2.8,0.515,0.516,1.58,0.29,-4.1,-3.6,-3.4,-3.3,0
"1872",1994,"Charles Smith",0.178965171636181,"SF",28,43,21,25.6976744186047,11.3,0.496,0.04,0.305,6.9,9.9,8.5,7.2,1.2,2.9,12.4,20.4,0.4,2,2.4,0.104,-2.6,1.7,-1,0.3,0.443,0.5,0.441,0.453,0.719,1.53488372093023,2.30232558139535,1.16279069767442,0.604651162790698,1.04651162790698,1.48837209302326,3.34883720930233,10.3953488372093,-0.8,0.527,0.529,-0.03,-0.18,-0.22,-2.37,0.4,-0.2,0.8
"6743",2003,"Marcus Haislip",0.035293795620438,"PF",22,39,8,11.3076923076923,9.6,0.474,0.078,0.248,5.5,8.5,7,3.3,0.8,3,11,20.1,-0.1,0.1,0,-0.003,-4.3,-2.9,-7.2,-0.6,0.431,0.25,0.447,0.441,0.684,0.538461538461538,0.82051282051282,0.230769230769231,0.179487179487179,0.461538461538462,0.538461538461538,1.41025641025641,4.12820512820513,-6.8,0.543,0.545,-0.37,-0.33,-0.93,-7.02,-3.4,-4.9,0
"670",1991,"John Shasky",0.02,"C",26,57,0,8.94736842105263,11.1,0.497,0,0.681,13,17,15,3,1.4,2.4,15.2,15.4,0.2,0.5,0.7,0.063,-3.7,-0.7,-4.3,-0.3,0.44,0,0.44,0.44,0.608,1.01754385964912,1.33333333333333,0.192982456140351,0.245614035087719,0.350877192982456,0.473684210526316,1.31578947368421,2.63157894736842,-4,0.528,0.528,0.15,-0.25,1.08,-3.7,-4.4,-4.4,0
"11005",2011,"Brian Cardinal",0.0232957928468059,"SF",33,56,4,11.0357142857143,9.7,0.672,0.87,0.18,2,8.9,5.6,9.1,2,0.9,13.6,9.5,1,0.7,1.7,0.132,1.1,1.3,2.4,0.7,0.43,0.483,0.077,0.64,0.944,0.178571428571429,0.875,0.714285714285714,0.428571428571429,0.125,0.303571428571429,1.46428571428571,2.58928571428571,2.3,0.565,0.563,0.16,0.35,4.25,0.37,-2.7,-0.5,0.6
"1344",1992,"Vincent Askew",0.0128571428571429,"SG",25,80,10,18.7,12.7,0.554,0.026,0.422,6.6,10.3,8.5,15.4,1.5,0.9,15.7,14.3,2,0.8,2.9,0.092,0,-0.2,-0.2,0.7,0.509,0.1,0.52,0.511,0.694,1.1125,1.8,2.35,0.5875,0.2875,1.05,1.6,6.225,-0.2,0.568,0.568,-0.59,0,-0.37,-1.1,-1.3,-0.8,0.5
"7396",2004,"Roger Mason",0.00463706405288352,"SG",23,26,3,12.6153846153846,7.7,0.446,0.398,0.224,0.3,10.6,5.4,14,1.8,1.3,15.7,18.7,-0.3,0.4,0.1,0.008,-4.6,-0.7,-5.2,-0.3,0.327,0.333,0.322,0.393,0.864,0.0384615384615385,1.15384615384615,1,0.423076923076923,0.230769230769231,0.769230769230769,1.38461538461538,3.69230769230769,-4,0.495,0.495,0.14,0.06,-0.08,-3.54,-3.9,-4,0
"6310",2002,"Pau Gasol",0.0793047105857813,"C",21,82,79,36.6707317073171,19.5,0.566,0.005,0.448,8.8,18.2,13.5,13.8,0.7,3.9,15,22.6,4.8,2.8,7.6,0.121,0.7,1.5,2.2,3.2,0.518,0.2,0.519,0.518,0.709,2.90243902439024,6,2.71951219512195,0.5,2.0609756097561,2.73170731707317,2.3780487804878,17.5731707317073,1.7,0.501,0.487,-0.03,0.13,0.67,3.37,0.8,1.5,2.6
"9848",2009,"Brandon Bass",0.0693240901213172,"C",23,81,0,19.4320987654321,16.4,0.571,0.012,0.413,9.5,17.2,13.4,4.3,0.9,2.6,12.5,20,2.5,1.6,4.1,0.124,-1.6,-0.6,-2.1,-0.1,0.496,0,0.502,0.496,0.867,1.59259259259259,2.93827160493827,0.530864197530864,0.333333333333333,0.679012345679012,1.06172839506173,1.72839506172839,8.46913580246914,-1.4,0.549,0.548,1.18,-0.15,1.41,-0.24,-2.7,-2,0
"1253",1992,"Rory Sparrow",0.01,"PG",33,46,0,10.6304347826087,6.5,0.405,0.099,0.086,0.7,5.9,3.3,24.7,1.3,0.6,17.4,17,-0.6,0.2,-0.4,-0.037,-5.4,-3.2,-8.6,-0.8,0.384,0.2,0.404,0.394,0.615,0.0652173913043478,0.543478260869565,1.80434782608696,0.260869565217391,0.108695652173913,0.717391304347826,1.23913043478261,2.76086956521739,-7.7,0.516,0.517,-1,0.01,-3.73,-7.6,-3.5,-5.4,0
"7777",2005,"Jermaine Jackson",0.0155782424242424,"SG",28,21,0,10.952380952381,8,0.542,0.061,0.394,1.5,10.3,5.9,15.5,1.6,0.3,20.5,9.7,0.1,0.1,0.2,0.046,-3.2,-0.5,-3.7,-0.1,0.515,0,0.548,0.515,0.615,0.142857142857143,0.952380952380952,1.14285714285714,0.333333333333333,0.0476190476190476,0.476190476190476,1.23809523809524,2,-3.7,0.532,0.531,-0.7,0.03,-0.21,-3.84,-4,-3.9,0
"1027",1992,"Duane Causwell",0.0678571428571429,"C",23,80,77,28.6375,12.4,0.575,0.002,0.488,9.2,18.1,13.6,3.5,1,5.5,18.3,12.3,1.3,2.6,3.9,0.081,-2.9,2.3,-0.6,0.8,0.549,0,0.551,0.549,0.613,2.45,4.8,0.7375,0.5875,2.6875,1.55,3.5125,7.95,-0.7,0.525,0.521,1.23,-0.07,2.73,0.82,-0.6,-0.6,0.6
"1110",1992,"John Starks",0.0428571428571429,"SG",26,82,0,25.8292682926829,16.4,0.55,0.299,0.335,2.5,7.8,5.2,20.3,2.5,0.6,12.7,24.4,3.4,3.1,6.4,0.146,2.4,-0.1,2.3,2.3,0.449,0.348,0.492,0.501,0.778,0.548780487804878,1.78048780487805,3.36585365853659,1.25609756097561,0.219512195121951,1.82926829268293,2.81707317073171,13.890243902439,2.2,0.531,0.528,0.51,0.24,0.96,1.21,0.2,1.3,2.3
"788",1991,"Reggie Lewis",0.2672,"SG",25,79,79,36.4303797468354,16.2,0.54,0.011,0.279,5,10.3,7.9,9.6,1.7,1.7,9.7,22.2,4.5,3,7.5,0.124,0.7,0.1,0.8,2,0.491,0.077,0.495,0.491,0.826,1.50632911392405,3.68354430379747,2.54430379746835,1.24050632911392,1.07594936708861,1.86075949367089,2.9620253164557,18.7088607594937,0.8,0.565,0.57,0.15,-0.13,-0.33,-0.34,2.5,1.6,2.6
"5151",2000,"Jason Williams",0.0566501408450704,"PG",24,81,81,34.0740740740741,11.6,0.477,0.519,0.175,0.8,7.9,4.3,30.7,2,0.2,22,20.3,-1.1,2.6,1.5,0.026,-0.6,-1.3,-1.9,0.1,0.373,0.287,0.466,0.448,0.753,0.271604938271605,2.5679012345679,7.27160493827161,1.44444444444444,0.0987654320987654,3.65432098765432,1.72839506172839,12.3333333333333,-1.3,0.527,0.534,-0.32,0.3,-3.66,-2.48,1.8,-0.2,0.9
"11462",2011,"Samuel Dalembert",0.120598166907863,"C",29,80,46,24.225,14.1,0.509,0.004,0.261,12.1,26.9,19.3,5.3,0.9,4.3,17.3,17.1,0.4,2.5,2.9,0.072,-3.6,1.6,-2,0,0.473,0,0.474,0.473,0.73,2.65,5.5625,0.8375,0.45,1.45,1.65,2.8125,8.05,-1,0.565,0.565,-0.07,-0.06,2.44,-3.06,-2.4,-2,0
"10644",2010,"Joey Graham",0.0171021983322996,"SF",27,63,18,12.047619047619,10.6,0.568,0.064,0.361,6,12.7,9.3,4.5,1.5,0.7,15.5,16.2,0.5,0.6,1.1,0.072,-2.5,-1.1,-3.6,-0.3,0.52,0.154,0.545,0.525,0.74,0.619047619047619,1.33333333333333,0.349206349206349,0.365079365079365,0.111111111111111,0.682539682539683,1.65079365079365,4.22222222222222,-3.2,0.561,0.56,-0.51,-0.17,0.79,-4.16,-2.5,-3,-0.1
"13668",2015,"Kris Humphries",0.0657142857142857,"PF",29,64,17,21.015625,15.4,0.512,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.134,-2,0.7,-1.3,0.2,0.473,0,0.481,0.473,0.744,1.84375,4.65625,0.890625,0.53125,0.390625,0.71875,2.03125,7.953125,-1.3,0.534,0.536,-0.45,-0.22,0,-1.9,-1.3,-1.3,0.2
"5973",2002,"Antonio Davis",0.297981177522287,"PF",33,77,77,38.6753246753247,14.8,0.497,0.001,0.372,9.5,19.4,14.3,8.7,1,2.1,12.4,19.6,3,3.6,6.5,0.105,-1.2,1.1,-0.1,1.4,0.426,0,0.426,0.426,0.818,3.2987012987013,6.31168831168831,2.01298701298701,0.701298701298701,1.07792207792208,2.06493506493507,2.92207792207792,14.4545454545455,-0.1,0.501,0.501,-0.61,-0.13,-0.18,0.24,2.1,0.9,1.8
"6123",2002,"Gary Payton*",0.313777085247449,"PG",33,82,82,40.2560975609756,22.9,0.526,0.15,0.212,2.9,11.1,7.1,39.4,2.1,0.6,10.8,27.2,10.1,2.5,12.6,0.183,5.2,-0.6,4.6,5.5,0.467,0.314,0.494,0.49,0.797,0.975609756097561,3.85365853658537,8.98780487804878,1.59756097560976,0.317073170731707,2.54878048780488,2.18292682926829,22.1341463414634,4.4,0.54,0.545,-0.03,0.41,-1.39,4.33,3.1,3.9,4.3
